iso3c,week_count,human_development_index,v2x_libdem,v2x_freexp_altinf,median_age,aged_70_older,life_expectancy,area_ifr,log_gdp_ppp,Stringency_revised,DV_Standardized,Stringency_Treat,countryN,partialnew_D,competenew_D,daily_tests_per_100k_LOG,pop.2020_LOG
AFG,3,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0,0,0,2,0,0,NA,17.4772331
AFG,4,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0,0,0,2,0,0,NA,17.4772331
AFG,5,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0,0,0,2,0,0,NA,17.4772331
AFG,6,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0,0,0,2,0,0,NA,17.4772331
AFG,7,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0,0,0,2,0,0,NA,17.4772331
AFG,8,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0,8.93E-05,0,2,1,0,NA,17.4772331
AFG,9,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.142857143,0.00017855,0,2,0,0,NA,17.4772331
AFG,10,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.163265306,0.000714199,0,2,0,0,NA,17.4772331
AFG,11,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.285714286,0.000357099,0,2,0,0,NA,17.4772331
AFG,12,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.503401361,0.00553504,0,2,0,0,NA,17.4772331
AFG,13,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.738095238,0.010355881,0,2,1,0,NA,17.4772331
AFG,14,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.880952381,0.005624315,0,2,0,0,NA,17.4772331
AFG,15,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,0.010891531,0,2,0,0,NA,17.4772331
AFG,16,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,0.013569776,0,2,0,0,NA,17.4772331
AFG,17,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,0.042494824,0,2,0,0,NA,17.4772331
AFG,18,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,0.05052956,0,2,0,0,NA,17.4772331
AFG,19,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,0.070437849,0,2,0,0,NA,17.4772331
AFG,20,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,0.110432978,0,2,0,0,NA,17.4772331
AFG,21,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,0.082936327,0,2,0,0,NA,17.4772331
AFG,22,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,0.044548145,0,2,0,0,NA,17.4772331
AFG,23,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,-0.042316274,0,2,0,0,NA,17.4772331
AFG,24,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,-0.020533213,0,2,0,0,NA,17.4772331
AFG,25,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,-0.191405258,0,2,0,0,NA,17.4772331
AFG,26,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,-0.010891531,0,2,0,0,NA,17.4772331
AFG,27,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,-0.032317492,0,2,0,0,NA,17.4772331
AFG,28,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,-0.068830902,0,2,0,0,NA,17.4772331
AFG,29,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,-0.015712372,0,2,0,0,NA,17.4772331
AFG,30,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.952380952,-0.006517063,0,2,0,0,NA,17.4772331
AFG,31,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.891156463,-0.029282148,0,2,0,0,NA,17.4772331
AFG,32,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.836734694,0.013391226,0,2,0,0,NA,17.4772331
AFG,33,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.56122449,-0.008391835,0,2,0,0,NA,17.4772331
AFG,34,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.268707483,-0.019015541,0,2,0,0,NA,17.4772331
AFG,35,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.095238095,0.00017855,0,2,0,0,NA,17.4772331
AFG,36,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.095238095,0.01124863,0,2,0,0,NA,17.4772331
AFG,37,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.095238095,-0.003481719,0,2,0,0,NA,17.4772331
AFG,38,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.163265306,-0.000446374,0,2,0,0,NA,17.4772331
AFG,39,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.183673469,-0.014998173,0,2,0,0,NA,17.4772331
AFG,40,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.142857143,0.026871727,0,2,0,0,NA,17.4772331
AFG,41,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.142857143,0.002856795,0,2,0,0,NA,17.4772331
AFG,42,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.142857143,0.016872945,0,2,0,0,NA,17.4772331
AFG,43,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.074829932,0.002678245,0,2,0,0,NA,17.4772331
AFG,44,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,-0.004374467,0,2,0,0,NA,17.4772331
AFG,45,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,0.035174287,0,2,0,0,NA,17.4772331
AFG,46,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,0.041602076,0,2,0,0,NA,17.4772331
AFG,47,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,-0.011337905,0,2,0,0,NA,17.4772331
AFG,48,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,-0.010088057,0,2,0,0,NA,17.4772331
AFG,49,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,-0.006338514,0,2,0,0,NA,17.4772331
AFG,50,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,0.026336078,0,2,0,0,NA,17.4772331
AFG,51,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,-0.022050886,0,2,0,0,NA,17.4772331
AFG,52,0.511,0.212,0.614,18.6,1.337,64.83,0.133977585,-13.16252218,0.047619048,-0.050440285,0,2,0,0,NA,17.4772331
AGO,3,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0,0,3,0,0,NA,17.3079574
AGO,4,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0,0,3,0,0,NA,17.3079574
AGO,5,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0,0,3,0,0,NA,17.3079574
AGO,6,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0,0,3,0,0,NA,17.3079574
AGO,7,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0,0,3,0,0,NA,17.3079574
AGO,8,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0,0,3,0,0,NA,17.3079574
AGO,9,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0,0,3,1,0,NA,17.3079574
AGO,10,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0,0,3,0,0,NA,17.3079574
AGO,11,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0,0.000211483,0,3,1,1,NA,17.3079574
AGO,12,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.363945578,0.000105741,1,3,0,0,NA,17.3079574
AGO,13,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.952380952,0.000211483,1,3,0,0,NA,17.3079574
AGO,14,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.952380952,0.000422965,0,3,0,0,NA,17.3079574
AGO,15,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.952380952,-0.000422965,0,3,0,0,NA,17.3079574
AGO,16,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.901360544,-0.000422965,0,3,0,0,NA,17.3079574
AGO,17,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,0.000951672,0,3,0,0,NA,17.3079574
AGO,18,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.823129252,-0.000211483,0,3,0,0,NA,17.3079574
AGO,19,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.797619048,-0.000317224,0,3,0,0,NA,17.3079574
AGO,20,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.797619048,0.00084593,0,3,0,0,NA,17.3079574
AGO,21,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.763605442,0.001057413,0,3,0,1,NA,17.3079574
AGO,22,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.75,-0.002009084,0,3,0,0,NA,17.3079574
AGO,23,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.75,0.004864099,0,3,0,0,NA,17.3079574
AGO,24,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.75,-0.001268895,0,3,0,0,NA,17.3079574
AGO,25,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.75,0.004758358,0,3,0,0,NA,17.3079574
AGO,26,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.75,0.000422965,0,3,0,0,NA,17.3079574
AGO,27,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.785714286,0.003066497,0,3,0,0,NA,17.3079574
AGO,28,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,0.0115258,0,3,0,0,NA,17.3079574
AGO,29,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,0.000422965,0,3,0,0,NA,17.3079574
AGO,30,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,0.002009084,0,3,0,0,NA,17.3079574
AGO,31,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,0.016918606,0,3,0,0,NA,17.3079574
AGO,32,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,-0.01067987,0,3,0,0,NA,17.3079574
AGO,33,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,-0.005498547,0,3,0,0,NA,17.3079574
AGO,34,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,0.017130088,0,3,0,0,NA,17.3079574
AGO,35,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,-0.003489462,0,3,0,0,NA,17.3079574
AGO,36,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.833333333,0.001691861,0,3,0,0,NA,17.3079574
AGO,37,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.806122449,0.017553053,0,3,0,0,NA,17.3079574
AGO,38,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.785714286,0.021676964,0,3,1,0,NA,17.3079574
AGO,39,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.785714286,-0.007719114,0,3,0,0,NA,17.3079574
AGO,40,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.724489796,0.018821949,0,3,0,0,NA,17.3079574
AGO,41,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.666666667,0.035952037,0,3,0,0,NA,17.3079574
AGO,42,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.666666667,0.036797967,0,3,1,0,NA,17.3079574
AGO,43,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.666666667,0.022734376,0,3,0,0,NA,17.3079574
AGO,44,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.595238095,-0.02632958,0,3,0,0,NA,17.3079574
AGO,45,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.595238095,-0.051918971,0,3,0,0,NA,17.3079574
AGO,46,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.595238095,0,0,3,0,0,NA,17.3079574
AGO,47,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.534013605,-0.038595569,0,3,0,0,NA,17.3079574
AGO,48,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.539115646,-0.023791789,0,3,0,0,NA,17.3079574
AGO,49,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.55952381,0.018610466,0,3,0,0,NA,17.3079574
AGO,50,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.55952381,-0.016918606,0,3,0,0,NA,17.3079574
AGO,51,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.55952381,0.006132995,0,3,0,0,NA,17.3079574
AGO,52,0.581,0.23,0.727,16.8,1.362,61.15,0.121039008,-12.01300068,0.55952381,-0.006767442,0,3,0,0,NA,17.3079574
ALB,3,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0,0,0,6,0,0,NA,14.87253667
ALB,4,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0,0,0,6,0,0,NA,14.87253667
ALB,5,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0,0,0,6,0,0,NA,14.87253667
ALB,6,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0,0,0,6,0,0,NA,14.87253667
ALB,7,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0,0,0,6,0,0,NA,14.87253667
ALB,8,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0,0,0,6,0,0,NA,14.87253667
ALB,9,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0,0,0,6,0,0,NA,14.87253667
ALB,10,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.469387755,0.04588999,1,6,1,0,1.913388352,14.87253667
ALB,11,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.833333333,0,1,6,1,0,2.668667314,14.87253667
ALB,12,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.833333333,0.1002334,0,6,1,1,2.414940339,14.87253667
ALB,13,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.833333333,0.01811447,0,6,0,0,3.211271756,14.87253667
ALB,14,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.833333333,-0.043474728,0,6,0,0,3.719573188,14.87253667
ALB,15,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.843537415,0.01811447,0,6,0,0,4.006201631,14.87253667
ALB,16,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.904761905,0.059173935,0,6,0,0,4.075236669,14.87253667
ALB,17,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.904761905,-0.105063925,0,6,0,0,4.093371123,14.87253667
ALB,18,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.904761905,-0.012076313,0,6,0,0,3.983815023,14.87253667
ALB,19,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.904761905,0.012076313,0,6,0,0,3.955607183,14.87253667
ALB,20,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.863945578,-0.025360258,0,6,0,0,3.968826147,14.87253667
ALB,21,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.857142857,0.092987612,0,6,0,0,3.762448675,14.87253667
ALB,22,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.693877551,-0.02777552,0,6,0,0,3.985753634,14.87253667
ALB,23,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,0.147331022,0,6,0,0,4.059769377,14.87253667
ALB,24,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,0.235488108,0,6,0,0,4.340683997,14.87253667
ALB,25,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,0.014491576,0,6,0,0,4.354619939,14.87253667
ALB,26,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,0.060381566,0,6,0,0,4.460426783,14.87253667
ALB,27,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.605442177,0.076080773,0,6,0,0,4.549143532,14.87253667
ALB,28,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.595238095,0.102648663,0,6,0,0,4.669169956,14.87253667
ALB,29,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.595238095,-0.009661051,0,6,0,0,4.627573542,14.87253667
ALB,30,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.595238095,0.156992072,0,6,0,0,4.753815434,14.87253667
ALB,31,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.574829932,0.144915759,0,6,0,0,4.821549652,14.87253667
ALB,32,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,0.12800892,0,6,0,0,4.921606455,14.87253667
ALB,33,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,0.03622894,0,6,0,0,5.124645485,14.87253667
ALB,34,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,-0.013283945,0,6,0,0,5.333214554,14.87253667
ALB,35,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,-0.21858127,0,6,0,0,5.307724644,14.87253667
ALB,36,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,0.313984145,0,6,0,0,5.327155969,14.87253667
ALB,37,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,-0.050720516,0,6,0,0,5.333717783,14.87253667
ALB,38,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,-0.137669971,0,6,0,0,5.311504067,14.87253667
ALB,39,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,0.044682359,0,6,0,0,5.337233313,14.87253667
ALB,40,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,0.181144699,0,6,0,0,5.444713906,14.87253667
ALB,41,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,0.518073839,0,6,0,0,5.535059057,14.87253667
ALB,42,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,0.653328547,0,6,0,0,5.788321706,14.87253667
ALB,43,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.523809524,-0.080911299,0,6,0,0,5.801013573,14.87253667
ALB,44,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.476190476,0.981804267,0,6,0,0,5.910694747,14.87253667
ALB,45,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.557823129,0.842926665,0,6,0,0,6.109548693,14.87253667
ALB,46,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,1.732950952,0,6,0,0,6.198070688,14.87253667
ALB,47,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,-0.445615959,0,6,0,0,6.15850794,14.87253667
ALB,48,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,0.922630333,0,6,0,0,6.1054489,14.87253667
ALB,49,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,0.285000993,0,6,0,0,6.260584622,14.87253667
ALB,50,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.666666667,-0.958859272,0,6,0,0,6.432553648,14.87253667
ALB,51,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.503401361,-1.916510913,0,6,1,0,6.320170137,14.87253667
ALB,52,0.795,0.431,0.617,38,8.643,78.57,0.616849352,-11.23289998,0.476190476,0.02777552,0,6,0,0,5.921653504,14.87253667
AND,3,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0,0,0,7,0,0,NA,11.2505992
AND,4,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0,0,0,7,0,0,NA,11.2505992
AND,5,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0,0,0,7,0,0,NA,11.2505992
AND,6,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0,0,0,7,0,0,NA,11.2505992
AND,7,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0,0,0,7,0,0,NA,11.2505992
AND,8,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0,0,0,7,0,0,NA,11.2505992
AND,9,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0,0.045177462,0,7,0,0,NA,11.2505992
AND,10,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.054421769,-0.045177462,0,7,0,0,NA,11.2505992
AND,11,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.384353741,3.930439178,1,7,0,0,NA,11.2505992
AND,12,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.445578231,6.008602422,0,7,0,0,NA,11.2505992
AND,13,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.476190476,-2.801002633,0,7,0,0,NA,11.2505992
AND,14,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.476190476,-1.039081622,0,7,0,0,NA,11.2505992
AND,15,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.476190476,-1.445678778,0,7,0,0,NA,11.2505992
AND,16,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.43537415,-3.117244866,0,7,0,0,NA,11.2505992
AND,17,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.428571429,-1.129436546,0,7,0,0,NA,11.2505992
AND,18,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.428571429,-0.090354924,0,7,0,0,NA,11.2505992
AND,19,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.428571429,0,0,7,0,0,NA,11.2505992
AND,20,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.428571429,-0.271064771,0,7,0,0,NA,11.2505992
AND,21,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.428571429,0.045177462,0,7,0,0,NA,11.2505992
AND,22,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.360544218,3.885261717,0,7,0,0,NA,11.2505992
AND,23,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.333333333,-3.930439178,0,7,0,0,NA,11.2505992
AND,24,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.333333333,0.045177462,0,7,0,0,NA,11.2505992
AND,25,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.333333333,-0.090354924,0,7,0,0,NA,11.2505992
AND,26,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.333333333,0,0,7,0,0,NA,11.2505992
AND,27,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.426870748,0,0,7,0,0,NA,11.2505992
AND,28,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.464285714,1.129436546,0,7,0,0,NA,11.2505992
AND,29,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.413265306,-0.361419695,0,7,0,0,NA,11.2505992
AND,30,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.392857143,0.49695208,0,7,0,0,NA,11.2505992
AND,31,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.392857143,0.090354924,0,7,0,0,NA,11.2505992
AND,32,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.392857143,0.180709847,0,7,0,0,NA,11.2505992
AND,33,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.392857143,0.99390416,0,7,0,0,NA,11.2505992
AND,34,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.392857143,1.039081622,0,7,0,0,NA,11.2505992
AND,35,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.392857143,0.542129542,0,7,0,0,NA,11.2505992
AND,36,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.392857143,1.716743549,0,7,0,0,NA,11.2505992
AND,37,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.392857143,4.111149026,0,7,0,0,NA,11.2505992
AND,38,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.484693878,2.349228015,0,7,0,0,NA,11.2505992
AND,39,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.5,0.090354924,0,7,0,0,NA,11.2505992
AND,40,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.5,14.09536809,0,7,0,0,NA,11.2505992
AND,41,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.513605442,4.291858873,0,7,0,0,NA,11.2505992
AND,42,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.547619048,-0.903549236,0,7,0,0,NA,11.2505992
AND,43,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.547619048,2.575115324,0,7,0,0,NA,11.2505992
AND,44,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.547619048,-7.002506582,0,7,0,0,NA,11.2505992
AND,45,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.547619048,-7.092861506,0,7,0,0,NA,11.2505992
AND,46,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.547619048,3.433487098,0,7,0,0,8.82581542,11.2505992
AND,47,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.520408163,-3.569019484,0,7,0,0,8.821242241,11.2505992
AND,48,0.868,0.091,0.087,34,0.526,83.73,0.146881908,-9.524122461,0.5,-0.361419695,0,7,0,0,8.821242241,11.2505992
